image,xmin,ymin,xmax,ymax,label
BloodImage_00046.jpeg.png,338,296,415,383,rbc
BloodImage_00046.jpeg.png,334,349,411,436,rbc
BloodImage_00046.jpeg.png,269,387,377,479,rbc
BloodImage_00047.jpeg.png,278,147,383,259,wbc
BloodImage_00047.jpeg.png,207,214,240,242,platelets
BloodImage_00047.jpeg.png,258,263,291,291,platelets
BloodImage_00047.jpeg.png,12,277,40,311,platelets
BloodImage_00047.jpeg.png,32,102,163,230,rbc
BloodImage_00047.jpeg.png,19,1,114,90,rbc
BloodImage_00047.jpeg.png,1,25,95,115,rbc
BloodImage_00047.jpeg.png,110,25,226,117,rbc
BloodImage_00047.jpeg.png,199,1,314,92,rbc
BloodImage_00047.jpeg.png,377,273,485,373,rbc
BloodImage_00047.jpeg.png,416,379,506,479,rbc
BloodImage_00047.jpeg.png,269,379,359,479,rbc
BloodImage_00047.jpeg.png,392,177,494,276,rbc
BloodImage_00047.jpeg.png,478,47,560,136,rbc
BloodImage_00047.jpeg.png,552,1,639,96,rbc
BloodImage_00047.jpeg.png,290,268,394,375,rbc
BloodImage_00047.jpeg.png,232,298,336,405,rbc
BloodImage_00047.jpeg.png,139,318,248,419,rbc
BloodImage_00047.jpeg.png,296,51,392,142,rbc
BloodImage_00047.jpeg.png,371,75,467,166,rbc
BloodImage_00047.jpeg.png,439,1,546,45,rbc
BloodImage_00048.jpeg.png,506,192,551,232,platelets
BloodImage_00048.jpeg.png,200,151,355,303,wbc
BloodImage_00048.jpeg.png,149,281,295,387,rbc
BloodImage_00048.jpeg.png,90,144,193,249,rbc
BloodImage_00048.jpeg.png,1,59,102,164,rbc
BloodImage_00048.jpeg.png,1,12,102,117,rbc
BloodImage_00048.jpeg.png,64,1,162,60,rbc
BloodImage_00048.jpeg.png,209,72,317,139,rbc
BloodImage_00048.jpeg.png,404,259,503,370,rbc
BloodImage_00048.jpeg.png,191,369,290,479,rbc
BloodImage_00048.jpeg.png,38,246,137,357,rbc
BloodImage_00048.jpeg.png,396,16,512,118,rbc
BloodImage_00048.jpeg.png,566,96,639,200,rbc
BloodImage_00048.jpeg.png,524,306,639,408,rbc
BloodImage_00048.jpeg.png,548,400,639,479,rbc
BloodImage_00048.jpeg.png,380,349,479,460,rbc
BloodImage_00048.jpeg.png,467,414,555,479,rbc
BloodImage_00049.jpeg.png,156,248,292,363,wbc
BloodImage_00049.jpeg.png,140,202,191,250,platelets
BloodImage_00049.jpeg.png,486,81,599,196,rbc
BloodImage_00049.jpeg.png,423,265,507,356,rbc
BloodImage_00049.jpeg.png,556,347,639,438,rbc
BloodImage_00049.jpeg.png,368,315,495,430,rbc
BloodImage_00049.jpeg.png,261,332,388,447,rbc
BloodImage_00049.jpeg.png,369,171,480,263,rbc
BloodImage_00049.jpeg.png,378,44,485,164,rbc
BloodImage_00049.jpeg.png,180,104,278,211,rbc
BloodImage_00049.jpeg.png,58,142,156,249,rbc
BloodImage_00049.jpeg.png,1,124,87,267,rbc
BloodImage_00049.jpeg.png,279,236,377,343,rbc
BloodImage_00049.jpeg.png,282,127,380,234,rbc
BloodImage_00049.jpeg.png,246,1,377,115,rbc
BloodImage_00049.jpeg.png,153,1,254,78,rbc
BloodImage_00049.jpeg.png,453,1,594,108,rbc
BloodImage_00049.jpeg.png,1,241,68,351,rbc
BloodImage_00049.jpeg.png,41,1,139,108,rbc
BloodImage_00050.jpeg.png,111,149,205,254,rbc
BloodImage_00050.jpeg.png,484,80,593,186,rbc
BloodImage_00050.jpeg.png,365,109,474,215,rbc
BloodImage_00050.jpeg.png,421,301,528,418,rbc
BloodImage_00050.jpeg.png,250,313,348,419,rbc
BloodImage_00050.jpeg.png,158,317,256,423,rbc
BloodImage_00050.jpeg.png,321,39,424,146,rbc
BloodImage_00050.jpeg.png,29,64,141,169,rbc
BloodImage_00050.jpeg.png,323,248,449,353,rbc
BloodImage_00050.jpeg.png,514,368,612,474,rbc
BloodImage_00050.jpeg.png,172,1,304,117,wbc
BloodImage_00052.jpeg.png,214,81,333,183,rbc
BloodImage_00052.jpeg.png,332,56,423,151,rbc
BloodImage_00052.jpeg.png,346,157,437,252,rbc
BloodImage_00052.jpeg.png,415,241,506,336,rbc
BloodImage_00052.jpeg.png,175,121,255,201,rbc
BloodImage_00052.jpeg.png,448,392,547,479,rbc
BloodImage_00052.jpeg.png,257,388,372,479,rbc
BloodImage_00052.jpeg.png,6,388,121,479,rbc
BloodImage_00052.jpeg.png,494,51,609,150,rbc
BloodImage_00052.jpeg.png,375,1,508,80,rbc
BloodImage_00052.jpeg.png,549,340,639,442,rbc
BloodImage_00052.jpeg.png,571,201,639,333,rbc
BloodImage_00052.jpeg.png,39,84,153,207,rbc
BloodImage_00052.jpeg.png,22,278,136,401,rbc
BloodImage_00052.jpeg.png,113,232,241,366,wbc
BloodImage_00052.jpeg.png,294,194,338,234,platelets
BloodImage_00052.jpeg.png,241,258,285,298,platelets
BloodImage_00052.jpeg.png,481,236,546,321,rbc
BloodImage_00054.jpeg.png,451,19,560,108,rbc
BloodImage_00054.jpeg.png,408,118,514,211,rbc
BloodImage_00054.jpeg.png,432,415,573,479,rbc
BloodImage_00054.jpeg.png,269,323,373,443,rbc
BloodImage_00054.jpeg.png,288,138,399,232,rbc
BloodImage_00054.jpeg.png,533,205,637,325,rbc
BloodImage_00054.jpeg.png,477,269,600,367,rbc
BloodImage_00054.jpeg.png,135,186,219,265,rbc
BloodImage_00054.jpeg.png,5,218,114,300,rbc
BloodImage_00054.jpeg.png,42,340,161,453,rbc
BloodImage_00054.jpeg.png,145,61,262,166,wbc
BloodImage_00054.jpeg.png,557,125,639,214,rbc
BloodImage_00054.jpeg.png,282,408,377,479,rbc
BloodImage_00054.jpeg.png,180,343,270,434,rbc
BloodImage_00056.jpeg.png,430,111,539,205,rbc
BloodImage_00056.jpeg.png,329,121,430,212,rbc
BloodImage_00056.jpeg.png,393,366,494,457,rbc
BloodImage_00056.jpeg.png,37,12,158,137,rbc
BloodImage_00056.jpeg.png,262,1,409,111,rbc
BloodImage_00056.jpeg.png,171,204,282,297,rbc
BloodImage_00056.jpeg.png,225,312,304,395,rbc
BloodImage_00056.jpeg.png,317,350,416,429,rbc
BloodImage_00056.jpeg.png,507,323,626,436,rbc
BloodImage_00056.jpeg.png,237,99,346,205,rbc
BloodImage_00056.jpeg.png,420,18,521,129,rbc
BloodImage_00056.jpeg.png,274,236,410,355,wbc
BloodImage_00059.jpeg.png,405,191,525,282,rbc
BloodImage_00059.jpeg.png,282,269,402,360,rbc
BloodImage_00059.jpeg.png,116,366,236,457,rbc
BloodImage_00059.jpeg.png,27,281,147,372,rbc
BloodImage_00059.jpeg.png,47,95,167,186,rbc
BloodImage_00059.jpeg.png,160,36,256,122,rbc
BloodImage_00059.jpeg.png,409,49,521,141,rbc
BloodImage_00059.jpeg.png,228,312,340,420,rbc
BloodImage_00059.jpeg.png,109,178,221,286,rbc
BloodImage_00059.jpeg.png,293,55,392,160,rbc
BloodImage_00059.jpeg.png,49,1,145,82,rbc
BloodImage_00059.jpeg.png,512,416,619,479,rbc
BloodImage_00059.jpeg.png,209,173,328,298,wbc
BloodImage_00069.jpeg.png,17,235,114,335,rbc
BloodImage_00069.jpeg.png,210,272,307,372,rbc
BloodImage_00069.jpeg.png,325,134,445,238,rbc
BloodImage_00069.jpeg.png,270,57,380,158,rbc
BloodImage_00069.jpeg.png,160,1,283,86,rbc
BloodImage_00069.jpeg.png,190,153,298,253,rbc
BloodImage_00069.jpeg.png,428,379,536,479,rbc
BloodImage_00069.jpeg.png,477,196,585,297,rbc
BloodImage_00069.jpeg.png,487,16,575,98,rbc
BloodImage_00069.jpeg.png,525,122,613,204,rbc
BloodImage_00069.jpeg.png,1,321,115,439,rbc
BloodImage_00069.jpeg.png,111,308,225,406,rbc
BloodImage_00069.jpeg.png,341,260,482,385,wbc
BloodImage_00069.jpeg.png,306,342,345,373,platelets
BloodImage_00069.jpeg.png,438,198,474,234,platelets
BloodImage_00070.jpeg.png,119,394,233,479,rbc
BloodImage_00070.jpeg.png,187,1,301,85,rbc
BloodImage_00070.jpeg.png,501,230,607,326,rbc
BloodImage_00070.jpeg.png,520,384,626,479,rbc
BloodImage_00070.jpeg.png,299,175,414,281,rbc
BloodImage_00070.jpeg.png,96,21,211,127,rbc
BloodImage_00070.jpeg.png,45,119,160,225,rbc
BloodImage_00070.jpeg.png,47,263,155,386,rbc
BloodImage_00070.jpeg.png,534,295,639,390,rbc
BloodImage_00070.jpeg.png,429,140,535,235,rbc
BloodImage_00070.jpeg.png,167,83,296,206,wbc
BloodImage_00070.jpeg.png,375,348,471,439,wbc
BloodImage_00071.jpeg.png,300,365,427,474,rbc
BloodImage_00071.jpeg.png,487,17,614,126,rbc
BloodImage_00071.jpeg.png,160,200,265,300,rbc
BloodImage_00071.jpeg.png,69,8,193,109,rbc
BloodImage_00071.jpeg.png,181,91,286,191,rbc
BloodImage_00071.jpeg.png,82,280,191,394,rbc
BloodImage_00071.jpeg.png,509,252,618,366,rbc
BloodImage_00071.jpeg.png,83,128,207,253,rbc
BloodImage_00071.jpeg.png,173,358,306,479,wbc
BloodImage_00076.jpeg.png,216,243,321,333,rbc
BloodImage_00076.jpeg.png,535,184,639,302,rbc
BloodImage_00076.jpeg.png,158,136,284,215,rbc
BloodImage_00076.jpeg.png,221,383,324,464,rbc
BloodImage_00076.jpeg.png,453,50,556,131,rbc
BloodImage_00076.jpeg.png,309,135,412,216,rbc
BloodImage_00076.jpeg.png,1,355,94,448,rbc
BloodImage_00076.jpeg.png,102,1,199,78,rbc
BloodImage_00076.jpeg.png,117,398,214,476,rbc
BloodImage_00076.jpeg.png,543,401,639,479,rbc
BloodImage_00076.jpeg.png,362,390,460,469,rbc
BloodImage_00076.jpeg.png,98,235,211,351,wbc
BloodImage_00078.jpeg.png,400,247,504,345,rbc
BloodImage_00078.jpeg.png,400,306,504,404,rbc
BloodImage_00078.jpeg.png,536,189,639,287,rbc
BloodImage_00078.jpeg.png,332,1,437,87,rbc
BloodImage_00078.jpeg.png,65,37,168,149,rbc
BloodImage_00078.jpeg.png,452,8,556,95,rbc
BloodImage_00078.jpeg.png,442,145,546,253,rbc
BloodImage_00078.jpeg.png,252,166,356,264,rbc
BloodImage_00078.jpeg.png,1,116,79,216,rbc
BloodImage_00078.jpeg.png,301,366,402,467,rbc
BloodImage_00078.jpeg.png,328,92,429,193,rbc
BloodImage_00078.jpeg.png,92,311,257,449,wbc
BloodImage_00078.jpeg.png,173,102,209,138,platelets
BloodImage_00078.jpeg.png,598,399,639,440,platelets
BloodImage_00079.jpeg.png,487,106,602,218,rbc
BloodImage_00079.jpeg.png,485,217,600,329,rbc
BloodImage_00079.jpeg.png,1,323,107,436,rbc
BloodImage_00079.jpeg.png,447,322,549,416,rbc
BloodImage_00079.jpeg.png,229,56,331,150,rbc
BloodImage_00079.jpeg.png,1,1,77,65,rbc
BloodImage_00079.jpeg.png,323,273,425,350,rbc
BloodImage_00079.jpeg.png,142,264,244,341,rbc
BloodImage_00079.jpeg.png,221,148,323,225,rbc
BloodImage_00079.jpeg.png,340,1,442,77,rbc
BloodImage_00079.jpeg.png,185,352,288,440,rbc
BloodImage_00079.jpeg.png,76,103,179,191,rbc
BloodImage_00079.jpeg.png,399,107,506,213,rbc
BloodImage_00079.jpeg.png,361,365,479,469,rbc
BloodImage_00079.jpeg.png,227,281,302,353,rbc
BloodImage_00079.jpeg.png,1,199,121,316,wbc
BloodImage_00079.jpeg.png,532,298,558,325,platelets
BloodImage_00081.jpeg.png,346,196,456,279,rbc
BloodImage_00081.jpeg.png,243,266,353,349,rbc
BloodImage_00081.jpeg.png,239,174,343,270,rbc
BloodImage_00081.jpeg.png,232,1,336,88,rbc
BloodImage_00081.jpeg.png,104,1,211,106,rbc
BloodImage_00081.jpeg.png,299,60,415,162,rbc
BloodImage_00081.jpeg.png,499,28,613,127,rbc
BloodImage_00081.jpeg.png,7,287,111,383,rbc
BloodImage_00081.jpeg.png,210,367,314,463,rbc
BloodImage_00081.jpeg.png,493,98,597,194,rbc
BloodImage_00081.jpeg.png,444,1,512,67,rbc
BloodImage_00081.jpeg.png,14,405,95,479,rbc
BloodImage_00081.jpeg.png,149,279,235,361,rbc
BloodImage_00081.jpeg.png,137,382,211,459,rbc
BloodImage_00081.jpeg.png,301,346,451,462,wbc
BloodImage_00081.jpeg.png,358,300,401,345,platelets
BloodImage_00081.jpeg.png,249,87,292,132,platelets
BloodImage_00082.jpeg.png,93,64,212,157,rbc
BloodImage_00082.jpeg.png,1,1,93,141,rbc
BloodImage_00082.jpeg.png,15,375,110,475,rbc
BloodImage_00082.jpeg.png,264,223,397,333,rbc
BloodImage_00082.jpeg.png,1,204,133,314,rbc
BloodImage_00082.jpeg.png,477,292,610,402,rbc
BloodImage_00082.jpeg.png,422,207,522,311,rbc
BloodImage_00082.jpeg.png,446,376,546,479,rbc
BloodImage_00082.jpeg.png,216,99,332,201,rbc
BloodImage_00082.jpeg.png,110,293,226,395,rbc
BloodImage_00082.jpeg.png,257,335,380,456,wbc
BloodImage_00083.jpeg.png,91,255,272,402,wbc
BloodImage_00083.jpeg.png,462,83,498,119,platelets
BloodImage_00083.jpeg.png,429,16,482,65,platelets
BloodImage_00083.jpeg.png,165,431,201,467,platelets
BloodImage_00083.jpeg.png,514,267,633,372,rbc
BloodImage_00083.jpeg.png,209,151,328,256,rbc
BloodImage_00083.jpeg.png,247,119,366,224,rbc
BloodImage_00083.jpeg.png,310,135,429,240,rbc
BloodImage_00083.jpeg.png,356,130,475,235,rbc
BloodImage_00083.jpeg.png,399,153,518,258,rbc
BloodImage_00083.jpeg.png,437,161,556,266,rbc
BloodImage_00083.jpeg.png,506,137,625,242,rbc
BloodImage_00083.jpeg.png,113,1,232,105,rbc
BloodImage_00083.jpeg.png,217,1,336,105,rbc
BloodImage_00083.jpeg.png,292,27,411,132,rbc
BloodImage_00083.jpeg.png,1,182,100,312,rbc
BloodImage_00083.jpeg.png,358,398,478,479,rbc
BloodImage_00086.jpeg.png,71,126,192,245,wbc
BloodImage_00086.jpeg.png,450,51,490,88,platelets
BloodImage_00086.jpeg.png,554,360,594,397,platelets
BloodImage_00086.jpeg.png,511,425,551,462,platelets
BloodImage_00086.jpeg.png,1,204,39,241,platelets
BloodImage_00086.jpeg.png,428,103,546,202,rbc
BloodImage_00086.jpeg.png,305,254,423,353,rbc
BloodImage_00086.jpeg.png,269,368,387,467,rbc
BloodImage_00086.jpeg.png,1,244,118,343,rbc
BloodImage_00086.jpeg.png,1,307,118,406,rbc
BloodImage_00086.jpeg.png,77,424,170,479,rbc
BloodImage_00086.jpeg.png,191,55,302,184,rbc
BloodImage_00086.jpeg.png,239,173,333,266,rbc
BloodImage_00086.jpeg.png,377,327,466,432,rbc
BloodImage_00086.jpeg.png,294,157,388,250,rbc
BloodImage_00087.jpeg.png,495,100,605,187,rbc
BloodImage_00087.jpeg.png,407,88,516,179,rbc
BloodImage_00087.jpeg.png,351,195,465,307,rbc
BloodImage_00087.jpeg.png,373,386,479,479,rbc
BloodImage_00087.jpeg.png,127,1,233,93,rbc
BloodImage_00087.jpeg.png,296,86,402,179,rbc
BloodImage_00087.jpeg.png,129,347,235,440,rbc
BloodImage_00087.jpeg.png,192,223,296,329,wbc
BloodImage_00090.jpeg.png,230,143,358,243,rbc
BloodImage_00090.jpeg.png,237,1,348,84,rbc
BloodImage_00090.jpeg.png,134,78,245,162,rbc
BloodImage_00090.jpeg.png,80,53,173,136,rbc
BloodImage_00090.jpeg.png,495,1,591,79,rbc
BloodImage_00090.jpeg.png,106,203,199,287,rbc
BloodImage_00090.jpeg.png,408,383,501,467,rbc
BloodImage_00090.jpeg.png,461,374,554,458,rbc
BloodImage_00090.jpeg.png,232,377,325,461,rbc
BloodImage_00090.jpeg.png,471,80,571,189,rbc
BloodImage_00090.jpeg.png,378,1,482,72,rbc
BloodImage_00090.jpeg.png,19,155,119,256,rbc
BloodImage_00090.jpeg.png,240,262,362,389,wbc
BloodImage_00090.jpeg.png,402,72,440,113,platelets
BloodImage_00090.jpeg.png,262,74,300,115,platelets
BloodImage_00091.jpeg.png,185,138,294,236,rbc
BloodImage_00091.jpeg.png,273,155,382,253,rbc
BloodImage_00091.jpeg.png,430,227,539,325,rbc
BloodImage_00091.jpeg.png,522,153,631,251,rbc
BloodImage_00091.jpeg.png,325,254,434,352,rbc
BloodImage_00091.jpeg.png,294,305,403,403,rbc
BloodImage_00091.jpeg.png,347,28,456,126,rbc
BloodImage_00091.jpeg.png,459,91,568,189,rbc
BloodImage_00091.jpeg.png,330,372,439,470,rbc
BloodImage_00091.jpeg.png,210,3,342,115,wbc
BloodImage_00092.jpeg.png,14,275,115,381,rbc
BloodImage_00092.jpeg.png,1,374,101,479,rbc
BloodImage_00092.jpeg.png,343,366,444,472,rbc
BloodImage_00092.jpeg.png,294,386,384,479,rbc
BloodImage_00092.jpeg.png,333,248,423,342,rbc
BloodImage_00092.jpeg.png,198,1,282,133,rbc
BloodImage_00092.jpeg.png,460,146,548,253,rbc
BloodImage_00092.jpeg.png,495,145,583,252,rbc
BloodImage_00092.jpeg.png,543,158,639,260,rbc
BloodImage_00092.jpeg.png,520,267,630,371,rbc
BloodImage_00092.jpeg.png,310,183,399,266,rbc
BloodImage_00092.jpeg.png,533,1,639,74,rbc
BloodImage_00092.jpeg.png,282,42,413,169,wbc
BloodImage_00092.jpeg.png,485,336,524,368,platelets
BloodImage_00094.jpeg.png,4,354,119,452,rbc
BloodImage_00094.jpeg.png,29,233,162,372,rbc
BloodImage_00094.jpeg.png,39,174,153,267,rbc
BloodImage_00094.jpeg.png,138,168,206,298,rbc
BloodImage_00094.jpeg.png,22,1,105,79,rbc
BloodImage_00094.jpeg.png,260,46,363,157,rbc
BloodImage_00094.jpeg.png,383,15,470,100,rbc
BloodImage_00094.jpeg.png,169,104,278,191,rbc
BloodImage_00094.jpeg.png,194,227,313,315,rbc
BloodImage_00094.jpeg.png,160,318,275,432,rbc
BloodImage_00094.jpeg.png,231,320,346,434,rbc
BloodImage_00094.jpeg.png,356,301,471,428,rbc
BloodImage_00094.jpeg.png,94,42,171,174,rbc
BloodImage_00094.jpeg.png,3,88,106,179,rbc
BloodImage_00094.jpeg.png,131,3,229,113,rbc
BloodImage_00094.jpeg.png,545,167,639,304,rbc
BloodImage_00094.jpeg.png,457,420,577,479,rbc
BloodImage_00094.jpeg.png,460,347,500,393,platelets
BloodImage_00094.jpeg.png,307,128,536,329,wbc
BloodImage_00095.jpeg.png,8,209,120,298,rbc
BloodImage_00095.jpeg.png,137,307,244,414,rbc
BloodImage_00095.jpeg.png,56,266,140,406,rbc
BloodImage_00095.jpeg.png,347,257,465,361,rbc
BloodImage_00095.jpeg.png,257,328,366,411,rbc
BloodImage_00095.jpeg.png,244,176,332,313,rbc
BloodImage_00095.jpeg.png,313,162,420,269,rbc
BloodImage_00095.jpeg.png,516,256,633,363,rbc
BloodImage_00095.jpeg.png,519,102,636,209,rbc
BloodImage_00095.jpeg.png,244,407,363,479,rbc
BloodImage_00095.jpeg.png,130,207,254,293,rbc
BloodImage_00095.jpeg.png,50,69,173,174,rbc
BloodImage_00095.jpeg.png,407,215,495,298,rbc
BloodImage_00095.jpeg.png,476,1,564,66,rbc
BloodImage_00095.jpeg.png,363,354,459,479,rbc
BloodImage_00095.jpeg.png,486,62,535,102,platelets
BloodImage_00095.jpeg.png,193,1,413,186,wbc
BloodImage_00097.jpeg.png,451,271,544,365,rbc
BloodImage_00097.jpeg.png,453,340,546,434,rbc
BloodImage_00097.jpeg.png,205,369,302,479,rbc
BloodImage_00097.jpeg.png,270,319,367,430,rbc
BloodImage_00097.jpeg.png,164,173,245,279,rbc
BloodImage_00097.jpeg.png,206,52,309,179,rbc
BloodImage_00097.jpeg.png,61,131,160,236,rbc
BloodImage_00097.jpeg.png,555,172,639,274,rbc
BloodImage_00097.jpeg.png,37,303,144,403,rbc
BloodImage_00097.jpeg.png,502,57,610,157,rbc
BloodImage_00097.jpeg.png,381,2,489,102,rbc
BloodImage_00097.jpeg.png,103,25,193,113,rbc
BloodImage_00097.jpeg.png,1,32,89,120,rbc
BloodImage_00097.jpeg.png,247,248,352,336,rbc
BloodImage_00097.jpeg.png,1,138,80,238,rbc
BloodImage_00097.jpeg.png,106,228,182,319,rbc
BloodImage_00097.jpeg.png,268,91,554,286,wbc
BloodImage_00100.jpeg.png,229,238,342,330,rbc
BloodImage_00100.jpeg.png,152,146,268,257,rbc
BloodImage_00100.jpeg.png,150,144,266,255,rbc
BloodImage_00100.jpeg.png,70,197,179,300,rbc
BloodImage_00100.jpeg.png,7,1,103,82,rbc
BloodImage_00100.jpeg.png,469,28,573,121,rbc
BloodImage_00100.jpeg.png,494,137,596,237,rbc
BloodImage_00100.jpeg.png,27,305,111,395,rbc
BloodImage_00100.jpeg.png,45,105,129,195,rbc
BloodImage_00100.jpeg.png,32,191,116,281,rbc
BloodImage_00100.jpeg.png,339,262,405,367,rbc
BloodImage_00100.jpeg.png,368,59,460,146,rbc
BloodImage_00100.jpeg.png,415,140,516,226,rbc
BloodImage_00100.jpeg.png,344,412,445,479,rbc
BloodImage_00100.jpeg.png,144,250,234,348,rbc
BloodImage_00100.jpeg.png,398,228,590,431,wbc
BloodImage_00100.jpeg.png,306,383,347,421,platelets
BloodImage_00101.jpeg.png,122,270,243,377,rbc
BloodImage_00101.jpeg.png,2,128,123,235,rbc
BloodImage_00101.jpeg.png,240,39,361,146,rbc
BloodImage_00101.jpeg.png,354,79,462,179,rbc
BloodImage_00101.jpeg.png,437,43,545,143,rbc
BloodImage_00101.jpeg.png,484,128,591,230,rbc
BloodImage_00101.jpeg.png,118,1,221,93,rbc
BloodImage_00101.jpeg.png,229,165,349,255,rbc
BloodImage_00101.jpeg.png,545,41,639,136,rbc
BloodImage_00101.jpeg.png,313,196,424,290,rbc
BloodImage_00101.jpeg.png,206,223,316,329,rbc
BloodImage_00101.jpeg.png,181,338,276,438,rbc
BloodImage_00101.jpeg.png,440,227,574,295,rbc
BloodImage_00101.jpeg.png,364,289,521,432,wbc
BloodImage_00101.jpeg.png,271,413,308,447,platelets
BloodImage_00101.jpeg.png,543,349,574,378,platelets
BloodImage_00106.jpeg.png,82,1,214,79,rbc
BloodImage_00106.jpeg.png,316,130,404,238,rbc
BloodImage_00106.jpeg.png,281,246,372,339,rbc
BloodImage_00106.jpeg.png,395,4,486,96,rbc
BloodImage_00106.jpeg.png,409,356,505,448,rbc
BloodImage_00106.jpeg.png,559,160,639,253,rbc
BloodImage_00106.jpeg.png,524,26,605,119,rbc
BloodImage_00106.jpeg.png,490,395,580,477,rbc
BloodImage_00106.jpeg.png,46,295,134,408,rbc
BloodImage_00106.jpeg.png,95,99,190,202,rbc
BloodImage_00106.jpeg.png,185,86,276,171,rbc
BloodImage_00106.jpeg.png,98,196,211,299,rbc
BloodImage_00106.jpeg.png,187,267,272,360,rbc
BloodImage_00106.jpeg.png,210,321,301,411,rbc
BloodImage_00106.jpeg.png,131,346,238,446,rbc
BloodImage_00106.jpeg.png,374,181,549,334,wbc
BloodImage_00106.jpeg.png,249,406,288,447,platelets
BloodImage_00107.jpeg.png,298,22,416,130,rbc
BloodImage_00107.jpeg.png,331,310,449,418,rbc
BloodImage_00107.jpeg.png,263,150,347,231,rbc
BloodImage_00107.jpeg.png,204,1,301,105,rbc
BloodImage_00107.jpeg.png,11,89,94,177,rbc
BloodImage_00107.jpeg.png,106,208,189,296,rbc
BloodImage_00107.jpeg.png,10,318,93,406,rbc
BloodImage_00107.jpeg.png,527,124,610,212,rbc
BloodImage_00107.jpeg.png,528,260,639,371,rbc
BloodImage_00107.jpeg.png,428,368,552,479,rbc
BloodImage_00107.jpeg.png,44,149,134,234,rbc
BloodImage_00107.jpeg.png,102,40,196,122,rbc
BloodImage_00107.jpeg.png,347,206,391,243,platelets
BloodImage_00107.jpeg.png,157,282,309,435,wbc
BloodImage_00108.jpeg.png,339,83,429,166,rbc
BloodImage_00108.jpeg.png,283,42,374,129,rbc
BloodImage_00108.jpeg.png,285,181,383,287,rbc
BloodImage_00108.jpeg.png,187,217,285,310,rbc
BloodImage_00108.jpeg.png,401,170,512,279,rbc
BloodImage_00108.jpeg.png,496,219,609,336,rbc
BloodImage_00108.jpeg.png,438,261,540,375,rbc
BloodImage_00108.jpeg.png,530,99,632,213,rbc
BloodImage_00108.jpeg.png,62,217,164,331,rbc
BloodImage_00108.jpeg.png,1,154,77,266,rbc
BloodImage_00108.jpeg.png,160,99,272,211,rbc
BloodImage_00108.jpeg.png,344,1,449,58,rbc
BloodImage_00108.jpeg.png,452,1,557,58,rbc
BloodImage_00108.jpeg.png,185,429,276,479,rbc
BloodImage_00108.jpeg.png,247,295,436,449,wbc
BloodImage_00108.jpeg.png,1,41,25,82,platelets
BloodImage_00110.jpeg.png,364,41,494,165,rbc
BloodImage_00110.jpeg.png,493,146,623,270,rbc
BloodImage_00110.jpeg.png,284,202,393,290,rbc
BloodImage_00110.jpeg.png,260,17,373,90,rbc
BloodImage_00110.jpeg.png,83,206,171,284,rbc
BloodImage_00110.jpeg.png,108,66,210,151,rbc
BloodImage_00110.jpeg.png,214,372,301,474,rbc
BloodImage_00110.jpeg.png,139,287,226,378,rbc
BloodImage_00110.jpeg.png,114,386,216,473,rbc
BloodImage_00110.jpeg.png,1,83,102,183,rbc
BloodImage_00110.jpeg.png,268,283,468,455,wbc
BloodImage_00110.jpeg.png,248,59,278,88,platelets
BloodImage_00110.jpeg.png,468,49,503,85,platelets
BloodImage_00112.jpeg.png,178,350,278,438,rbc
BloodImage_00112.jpeg.png,162,141,262,229,rbc
BloodImage_00112.jpeg.png,205,30,314,143,rbc
BloodImage_00112.jpeg.png,95,1,198,81,rbc
BloodImage_00112.jpeg.png,287,260,389,367,rbc
BloodImage_00112.jpeg.png,448,128,550,235,rbc
BloodImage_00112.jpeg.png,430,243,525,337,rbc
BloodImage_00112.jpeg.png,423,385,518,479,rbc
BloodImage_00112.jpeg.png,369,18,434,87,rbc
BloodImage_00112.jpeg.png,2,57,98,137,rbc
BloodImage_00112.jpeg.png,353,123,454,224,rbc
BloodImage_00112.jpeg.png,22,154,122,242,rbc
BloodImage_00112.jpeg.png,1,264,161,414,wbc
BloodImage_00112.jpeg.png,533,108,580,151,platelets
BloodImage_00112.jpeg.png,79,168,180,279,rbc
BloodImage_00113.jpeg.png,262,151,366,245,rbc
BloodImage_00113.jpeg.png,169,23,273,117,rbc
BloodImage_00113.jpeg.png,496,178,584,248,rbc
BloodImage_00113.jpeg.png,533,285,639,389,rbc
BloodImage_00113.jpeg.png,84,366,193,442,rbc
BloodImage_00113.jpeg.png,10,66,99,184,rbc
BloodImage_00113.jpeg.png,365,151,485,268,rbc
BloodImage_00113.jpeg.png,299,265,404,369,rbc
BloodImage_00113.jpeg.png,573,1,639,70,rbc
BloodImage_00113.jpeg.png,377,393,473,476,rbc
BloodImage_00113.jpeg.png,11,324,102,410,rbc
BloodImage_00113.jpeg.png,62,204,236,359,wbc
BloodImage_00113.jpeg.png,257,430,288,457,wbc
BloodImage_00114.jpeg.png,173,194,270,292,rbc
BloodImage_00114.jpeg.png,359,214,456,312,rbc
BloodImage_00114.jpeg.png,415,230,512,328,rbc
BloodImage_00114.jpeg.png,364,336,473,448,rbc
BloodImage_00114.jpeg.png,240,265,349,377,rbc
BloodImage_00114.jpeg.png,159,368,263,465,rbc
BloodImage_00114.jpeg.png,50,407,168,477,rbc
BloodImage_00114.jpeg.png,123,15,249,147,rbc
BloodImage_00114.jpeg.png,1,284,97,382,rbc
BloodImage_00114.jpeg.png,512,167,609,265,rbc
BloodImage_00114.jpeg.png,322,396,410,479,rbc
